123I IODE IOBENGUANE  ,74 MBQ/ML ,INJ 
TIMPILO ,4 ,COLLYRE NSFP 
TINIDAZOLE ENROBE ,500MG ,COMPRIME 
TINORAN ,25MG ,CPR NSFP 
TINSET ,2.5MG/ML ,SUSP BUV 90ML NSFP 
TINSET ,30MG ,CPR NSFP 
TINZAPARINE AXa/0.1ML ,1000UI ,INJ 
TINZAPARINE AXa/0.1ML ,2000UI ,INJ 
TIOCONAZOLE ,1% ,CREME 
TIOCONAZOLE ,300MG ,OVULE 
TIOPRONINE ,250MG ,COMPRIME 
TIORFAN ,100MG ,GELULE 
TIORFAN ,30MG ,ENF PDR ORALE SACHET 
TIORFAN NR ,10MG ,PDR ORALE SACHET 
TIORFANOR ,175MG ,CPR 
TIORFAST ,100MG ,GELULE 
TIOTROPIUM ,18MICROG ,PDRE INHALATION 
TIOTROPIUM PR ,2.5MCG ,SOL INHAL 
TIPEPTID ,,PDR SACHET NSFP 
TIPIFARNIB ,100MG ,COMPRIME 
TIPRANAVIR BOEHRINGER CAP ,250MG ,NSFP 
TIPRANAVIR FL95ML ,100MG/ML ,SOL BUV 
TIPRANAVIR MOLLE ,250MG ,CAPSULE 
TIRATRICOL ,0.35MG ,COMPRIME 
TIROFIBAN ,250MICROG/ML ,SOL INJ 
TIROFIBAN ,50MICROG/ML ,SOL INJ 
TIROFIBAN MDC ,50MCG/ML ,SOL INJ 250ML 
TISANE BORKOU  ,,TISANE NSFP 
TISANE DES FAMILLES ,,NSFP 
TISANE FRANKLIN ,,NSFP 
TISANE GARFIELD DOSE ,,SACHET NSFP 
TISOPURINE ROSCH ,100MG ,CPR 
TISSUCOL KIT COLL ,0.5ML ,PDR+SOL NSFP 
TISSUCOL KIT PR COLLE ,1ML ,PDR+SOL 
TISSUCOL KIT PR COLLE ,2ML ,PDR+SOL 
TISSUCOL KIT PR COLLE ,5ML ,PDR+SOL 
TISY ,25MG ,CPR NSFP 
TISY ,50MG ,CPR NSFP 
TITANORAL ,600MG ,CPR NSFP 
TITANOREINE ,,CREME 
TITANOREINE ,,SUPPO 
TITANOREINE A LA LIDOCAINE ,2% ,CREME 
TIVICAY ,50MG ,CPR 
TIXAIR ,200MG ,CPR NSFP 
TIXOCORTOL ,1% ,SUSP PULV NASALE 
TIXOCORTOL + CHLORHEXIDINE ,,SUSP BUC 
TIZANIDINE ,4MG ,COMPRIME 
TMC ,125 100MG ,CPR NSFP 
TMC ,207 100MG ,CPR 
TOBI ,300MG/5ML ,SOL INHAL 
TOBI PODHALER GELU ,28MG ,PDR 
TOBRABACT ,0.3% ,COLLYRE FL 5ML 
TOBRADEX ,5ML ,COLLYRE FL 
TOBRAMYCINE ,0.3% ,COLLYRE 
TOBRAMYCINE ,1MG/ML ,SOL INJ 
TOBRAMYCINE ,25MG/2.5ML ,SOL INJ 
TOBRAMYCINE ,3MG/ML ,SOL INJ 
TOBRAMYCINE ,75MG/1.5ML ,SOL INJ 
TOBRAMYCINE  ,,POUDRE POUR INHALATION 
TOBRAMYCINE BBM ,1MG/ML ,INJ 80ML NSFP 
TOBRAMYCINE BBM ,3MG/ML ,INJ 80ML NSFP 
TOBRAMYCINE BBM INJ120ML ,3MG/ML ,NSFP 
TOBRAMYCINE IV IM ,100MG/2ML ,SOL INJ 
TOBRAMYCINE MYL ,25MG/2.5ML ,SOL NSFP 
TOBRAMYCINE MYL ,75MG/1.5ML ,SOL NSFP 
TOBRAMYCINE NEB ,300MG/5ML ,SOL INHAL 
TOBRAMYCINE OPHTALMIQUE ,0.3% ,PDE 
TOBRAMYCINE QUA ,25MG/2.5ML ,INJ NSFP 
TOBRAMYCINE QUA ,75MG/1.5ML ,INJ NSFP 
TOBREX ,0.3% ,COLLYRE FL 5ML 
TOBREX ,0.3% ,POMMADE OPH 
TOCALFA ,200MG ,CAPSULE NSFP 
TOCILIZUMAB ,20MG/ML ,SOL PERFUSION 
TOCLASE AD EXPECT ,5% ,SIROP NSFP 
TOCLASE TOUX SECHE ,0.213% ,SOL BUV 
TOCO ,500MG ,CAPSULE 
TOCOFILAN ,500MG ,CAPSULE NSFP 
TOCOGESTAN ,,SOL INJ NSFP 
TOCOLION ,500MG ,CAPSULE 
TOCOMINE ,100MG ,CPR NSFP 
TOCOPA ,500MG ,GELULE 
TOCOPHEROL ,100MG/2ML ,SOL INJECTABLE 
TOCOPHEROL ,100MG/ML ,SUSP BUVABLE 
TOCOPHEROL ,500MG ,GELULE 
TOCOPHEROL ALPHA D ,50MG/ML ,SOL BUV 
TOCOPHEROL ASCORB ACIDE RUTOSIDE ,,CPR 
TOCOPHEROL BAY ,500MG ,CAPSULE NSFP 
TOCOPHEROL CRT ,500MG ,CAPSULE NSFP 
TOCOPHEROL MOLLE ,200MG ,CAPSULE 
TOCOPHEROL MOLLE ,500MG ,CAPSULE 
TOCOPHEROL NIV ,500MG ,CAPSULE NSFP 
TOCOPHEROL TVC ,500MG ,CAPSULE 
TOCOREL ,,CPR EFF NSFP 
TOCTINO MOLLE ,10MG ,CAPSULE 
TOCTINO MOLLE ,30MG ,CAPSULE 
TOFRANIL ,10MG ,CPR 
TOFRANIL ,25MG ,CPR 
TOFRANIL ,25MG/2ML ,SOL INJ NSFP 
TOLCAPONE ,100MG ,COMPRIME PELLICULE 
TOLEXINE ,100MG ,GELULE NSFP 
TOLEXINE ,50MG ,GELULE NSFP 
TOLEXINE Gé ,100MG ,CPR 
TOLEXINE Gé ,50MG ,CPR 
TOLNAFATE ,1% ,LOTION 
TOLTERODINE ,1MG ,COMPRIME PELLICULE 
TOLTERODINE ,2MG ,COMPRIME PELLICULE 
TOLTERODINE ACC ,1MG ,CPR 
TOLTERODINE ACC ,2MG ,CPR 
TOLUCOMBI ,40MG/12.5MG ,CPR 
TOLUCOMBI ,80MG/12.5MG ,CPR 
TOLUCOMBI ,80MG/25MG ,CPR 
TOLURA ,40MG ,CPR 
TOLURA ,80MG ,CPR 
TOMUDEX ,2MG ,PDR INJ 
TONACTIL ,,GELULE NSFP 
TONEDRON ,30MG/3ML ,SOL INJ NSFP 
TONIBRAL ,0.05G/5ML ,ENF SOL BUV NSFP 
TONIBRAL AD ,0.2G/10ML ,SOL BUV NSFP 
TONICALCIUM ,,ENF SOL BUV AMP 
TONICALCIUM AD ,,SOL BUV AMP 
TONIGIN ,,CAPSULE NSFP 
TONIKOLA ,50ML ,BUV GTT FL NSFP 
TONILAX ,,CPR NSFP 
TONISAN ,,CPR NSFP 
TONITENSYL ,,CPR NSFP 
TONUVITAL ,,PDR ORALE SACHET NSFP 
TOP MAG ,2.25G ,CPR EFF NSFP 
TOP MAG ,2.25G ,PDR ORALE SACHET 
TOPAAL ,,CPR 
TOPAAL ,,PDR ORALE SACHET NSFP 
TOPAAL ,,SUSP BUV 
TOPALGIC ,100MG/2ML ,SOL INJ 
TOPALGIC ,100MG/ML ,SOL BUV FL 10ML 
TOPALGIC ,50MG ,GELULE 
TOPALGIC LP ,100MG ,CPR 
TOPALGIC LP ,150MG ,CPR 
TOPALGIC LP ,200MG ,CPR 
TOPALKAN ,,CPR NSFP 
TOPALKAN ,,SUSP BUV NSFP 
TOPEX DENTAIRE ,20% ,GEL 
TOPFENA Gé ,100MG/5ML ,PDR INJ NSFP 
TOPFENA Gé ,50MG ,GELULE NSFP 
TOPFENA LP Gé ,100MG ,GELULE NSFP 
TOPFENA LP Gé ,200MG ,GELULE NSFP 
TOPICORTE ,,POMMADE NSFP 
TOPICORTE ,0.25% ,CREME NSFP 
TOPIFRAM ,,CREME NSFP 
TOPILAR ,0.025% ,POMMADE NSFP 
TOPILAR ,0.25% ,CREME NSFP 
TOPIQUE JUIT ERRANT LOCALE ,,SOL NSFP 
TOPIRAMATE ,100 MG ,COMPRIME 
TOPIRAMATE ,100MG ,OPH CPR NC 
TOPIRAMATE ,15MG ,GELULE 
TOPIRAMATE ,200 MG ,COMPRIME 
TOPIRAMATE ,200MG ,OPH CPR NC 
TOPIRAMATE ,25MG ,CPR 
TOPIRAMATE ,25MG ,GELULE 
TOPIRAMATE ,50 MG ,COMPRIME 
TOPIRAMATE ,50MG ,GELULE 
TOPIRAMATE  ,50MG ,OPH CPR NC 
TOPIRAMATE ACT ,25MG ,CPR 
TOPIRAMATE ARG ,100MG ,CPR 
TOPIRAMATE ARG ,200MG ,CPR 
TOPIRAMATE ARG ,50MG ,CPR NSFP 
TOPIRAMATE ARROW ,25MG ,CPR NSFP 
TOPIRAMATE ARW ,100MG ,CPR 
TOPIRAMATE ARW ,200MG ,CPR NSFP 
TOPIRAMATE ARW ,25MG ,GELULE 
TOPIRAMATE ARW ,50MG ,CPR NSFP 
TOPIRAMATE ARW ,50MG ,GELULE 
TOPIRAMATE BGA ,100MG ,CPR 
TOPIRAMATE BGA ,200MG ,CPR 
TOPIRAMATE BGA ,50MG ,CPR 
TOPIRAMATE BLF ,100MG ,CPR NSFP 
TOPIRAMATE BLF ,200MG ,CPR NSFP 
TOPIRAMATE BLF ,50MG ,CPR NSFP 
TOPIRAMATE DELBERT ,100MG ,CPR NC 
TOPIRAMATE DELBERT ,200MG ,CPR NC 
TOPIRAMATE DELBERT ,50MG ,CPR NC 
TOPIRAMATE EG ,100MG ,CPR 
TOPIRAMATE EG ,200MG ,CPR 
TOPIRAMATE EG ,50MG ,CPR 
TOPIRAMATE MYL ,100MG ,CPR 
TOPIRAMATE MYL ,200MG ,CPR 
TOPIRAMATE MYL ,50MG ,CPR 
TOPIRAMATE PFIZER ,100MG ,CPR NSFP 
TOPIRAMATE PFIZER ,200MG ,CPR NSFP 
TOPIRAMATE PFIZER ,50MG ,CPR NSFP 
TOPIRAMATE QUALIMED ,100MG ,CPR NSFP 
TOPIRAMATE QUALIMED ,200MG ,CPR NSFP 
TOPIRAMATE QUALIMED ,50MG ,CPR NSFP 
TOPIRAMATE SDZ ,100MG ,CPR 
TOPIRAMATE SDZ ,200MG ,CPR 
TOPIRAMATE SDZ ,50MG ,CPR 
TOPIRAMATE TVC ,100MG ,CPR NSFP 
TOPIRAMATE TVC ,200MG ,CPR 
TOPIRAMATE TVC ,50MG ,CPR NSFP 
TOPIRAMATE ZYD ,100MG ,CPR 
TOPIRAMATE ZYD ,200MG ,CPR 
TOPIRAMATE ZYD ,25MG ,GELULE 
TOPIRAMATE ZYD ,50MG ,CPR 
TOPLEXIL ,,GELULE NSFP 
TOPLEXIL ,,SIROP NSFP 
TOPLEXIL ,0.33MG/ML ,SIROP FL 150ML 
TOPLEXIL ,0.33MG/ML ,SOL BUV FL 150ML 
TOPOTECAN ,0.25MG ,GELULE 
TOPOTECAN ,1MG ,GELULE 
TOPOTECAN ,1MG/ML ,SOL PERF 
TOPOTECAN ,4MG ,PDRE SOL PERFUSION 
TOPOTECAN HPI ,4MG/4ML ,SOL PERF 
TOPOTECAN KBI ,4MG ,PDR INJ 
TOPOTECAN MDC ,1MG/ML ,SOL PERF 
TOPOTECAN MDC ,4MG/4ML ,SOL PERF 
TOPOTECAN MYL ,4MG/4ML ,SOL PERF 
TOPOTECAN TEVA ,4MG/4ML ,SOL PERF 
TOPOTECANE ACC ,1MG/ML ,INJ 1ML 
TOPOTECANE ACC ,1MG/ML ,SOL PERF 
TOPOTECANE AHL ,4MG ,PDR INJ 
TOPREC ,25MG ,CPR 
TOPREC NR ,1MG/1ML ,ENF ET SIROP 
TOPSYNE ,0.01% ,POMMADE NSFP 
TOPSYNE ,0.01% ,SOL NSFP 
TOPSYNE ,0.025% ,GEL NSFP 
TOPSYNE ,0.05% ,POMMADE NSFP 
TOPSYNE APG ,0.05% ,POMMADE NSFP 
TOPSYNE NEOMYCINE ,,POMMADE NSFP 
TOPTONIL ,250MG ,CPR NSFP 
TORA DOL ,30MG/1ML ,SOL INJ NSFP 
TORECAN ,10MG ,CPR NSFP 
TOREM ,5MG ,CPR NSFP 
TOREMIFENE ,60MG ,COMPRIME 
TORENTAL ,100MG ,CPR NSFP 
TORENTAL ,100MG/5ML ,SOL INJ NSFP 
TORENTAL ,300MG/15ML ,SOL INJ NSFP 
TORENTAL LP ,400MG ,CPR NSFP 
TORISEL ,30MG ,SOL INJ 
TOSSAREL ,,CPR NSFP 
TOSSAREL ,,SOL BUV NSFP 
TOT HEMA ,,SOL BUV 
TOTAL MAGNESIEN ,,CPR NSFP 
TOTALBE ,,SOL BUV NSFP 
TOTALBE ,,SOL INJ NSFP 
TOTALBE DRAG ,,CPR NSFP 
TOTAMINE CONCENTRE ,1L ,SOL INJ NSFP 
TOTAMINE CONCENTRE ,500ML ,SOL INJ FL 
TOTAMINE CONCENTRE IN ,125ML ,SOL NSFP 
TOTAMINE CONCENTREE GLUCIDIQUE ,,NSFP 
TOTAMINE GLUCIDIQUE ,,SOL INJ NSFP 
TOTAPEN ,125MG/5ML ,PDR ORALE NSFP 
TOTAPEN ,250MG ,CPR NSFP 
TOTAPEN ,250MG ,PDR ET SOL INJ NSFP 
TOTAPEN ,250MG/5ML ,PDR ORALE NSFP 
TOTAPEN ,2G ,PDR ET SOL INJ NSFP 
TOTAPEN ,500MG ,GELULE NSFP 
TOTAPEN ,500MG ,PDR ET SOL INJ NSFP 
TOTAPEN ,500MG/5ML ,PDR ORALE NSFP 
TOTAPEN IM ,1G ,PDR ET SOL INJ NSFP 
TOTAPEN IM ,500MG ,PDR ET SOL INJ NSFP 
TOTAPEN IV IM ,1G ,PDR INJ NSFP 
TOURAINE DOS ,20 ,TIS SACH NSFP 
TOVIAZ LP ,4MG ,CPR 
TOVIAZ LP ,8MG ,CPR 
TOXICARB ,250ML ,SUSP BUV FL 
TOXICARB ,60ML ,SUSP BUV FL 
TOXINE BOTULIQUE ,0.00005MG ,PDR NSFP 
TOXINE BOTULIQUE B ,500U/ML ,SOL INJ 
TOXINE BOTULIQUE U ,300 ,PDR INJ 
TOXINE BOTULIQUE U ,500 ,PDR INJ 
TRABECTEDINE ,0.25MG ,PDRE SOL INJ 
TRABECTEDINE ,1MG ,PDRE SOL INJECTABLE 
TRACEMATE ,500MG/10ML ,SOL INJ NSFP 
TRACHYL ,12.5MG ,CPR NSFP 
TRACITRANS ,,SOL INJ 
TRACLEER ,125MG ,CPR 
TRACLEER ,32MG ,CPR 
TRACLEER ,62.5MG ,CPR 
TRACRIUM ,250MG/25ML ,SOL INJ 
TRACRIUM ,25MG/2.5ML ,SOL INJ 
TRACRIUM ,50MG/5ML ,SOL INJ 
TRACTOCILE ,37.5MG/5ML ,SOL INJ 
TRACTOCILE ,6.75MG/0.9ML ,SOL INJ FL 
TRACUTIL ,,SOL INJ 
TRALINE ,25MG ,CPR NSFP 
TRAMADOL ,100 MG ,COMPRIME EFF 
TRAMADOL ,100MG/ML ,SOL BUV 
TRAMADOL ,50 MG ,COMPRIME 
TRAMADOL ,50 MG ,COMPRIME EFF 
TRAMADOL ,50 MG ,GELULE 
TRAMADOL ,50 MG/ML ,SOL INJ 
TRAMADOL + PARACETAMOL ,37.5MG ,CPR 
TRAMADOL ACT ,50MG ,GELULE NSFP 
TRAMADOL ACT LP ,100MG ,CPR 
TRAMADOL ACT LP ,150MG ,CPR 
TRAMADOL ACT LP ,200MG ,CPR 
TRAMADOL ARW ,50MG ,CPR 
TRAMADOL ARW LP ,100MG ,GELULE 
TRAMADOL ARW LP ,150MG ,GELULE 
TRAMADOL ARW LP ,200MG ,GELULE 
TRAMADOL BAY ,50MG ,CPR EFF NSFP 
TRAMADOL BAY ,50MG ,GELULE NSFP 
TRAMADOL BGA ,50MG ,GELULE 
TRAMADOL BGA LP ,100MG ,CPR 
TRAMADOL BGA LP ,150MG ,CPR 
TRAMADOL BGA LP ,200MG ,CPR 
TRAMADOL CLL PHARMA ,50MG ,CPR NSFP 
TRAMADOL CRT LP ,100MG ,CPR 
TRAMADOL CRT LP ,150MG ,CPR 
TRAMADOL CRT LP ,200MG ,CPR 
TRAMADOL EG ,50MG ,CPR 
TRAMADOL EG LP ,100MG ,CPR 
TRAMADOL EG LP ,150MG ,CPR 
TRAMADOL EG LP ,200MG ,CPR 
TRAMADOL EVO ,50MG ,GELULE 
TRAMADOL GGA ,50MG ,CPR EFF NSFP 
TRAMADOL GGA ,50MG ,GELULE NSFP 
TRAMADOL GNR ,50MG ,CPR NSFP 
TRAMADOL IRX ,50MG ,CPR EFF NSFP 
TRAMADOL IVX ,50MG ,GELULE NSFP 
TRAMADOL LAV ,50MG ,CPR EFF NSFP 
TRAMADOL LAV AMP2ML ,50MG/ML ,
TRAMADOL LAVOISIER ,100MG ,CPR NSFP 
TRAMADOL LEM ,100MG ,CPR EFF NSFP 
TRAMADOL LEM ,50MG ,CPR EFF NSFP 
TRAMADOL LP ,100 MG ,COMPRIME 
TRAMADOL LP ,100 MG ,CPR MONODOSE 
TRAMADOL LP ,100 MG ,GELULE 
TRAMADOL LP ,100 MG ,GELULE MONODOSE 
TRAMADOL LP ,150 MG ,COMPRIME 
TRAMADOL LP ,150 MG ,GELULE 
TRAMADOL LP ,150 MG ,GELULE MONODOSE 
TRAMADOL LP ,200 MG ,COMPRIME 
TRAMADOL LP ,200 MG ,CPR MONODOSE 
TRAMADOL LP ,200 MG ,GELULE 
TRAMADOL LP ,200 MG ,GELULE MONODOSE 
TRAMADOL LP ,300 MG ,CPR MONODOSE 
TRAMADOL LP ,50 MG ,COMPRIME 
TRAMADOL LP ,50MG ,GELULE 
TRAMADOL MSD ,50MG ,GELULE NSFP 
TRAMADOL MYG LP ,100MG ,CPR 
TRAMADOL MYG LP ,150MG ,CPR 
TRAMADOL MYG LP ,200MG ,CPR 
TRAMADOL MYL ,50MG ,CPR EFF 
TRAMADOL MYL ,50MG ,GELULE 
TRAMADOL MYP LP ,100MG ,CPR 
TRAMADOL MYP LP ,150MG ,CPR 
TRAMADOL MYP LP ,200MG ,CPR 
TRAMADOL ORODIS ,50 MG ,COMPRIME 
TRAMADOL PARACETA ,37.5/325MG ,CPR EFF 
TRAMADOL PARACETAMOL RPG ,,CPR 
TRAMADOL QUA ,50MG ,CPR NSFP 
TRAMADOL RBX LP ,100MG ,CPR 
TRAMADOL RBX LP ,150MG ,CPR 
TRAMADOL RBX LP ,200MG ,CPR 
TRAMADOL SDZ ,50MG ,CPR 
TRAMADOL SDZ LP ,100MG ,CPR 
TRAMADOL SDZ LP ,150MG ,CPR 
TRAMADOL SDZ LP ,200MG ,CPR 
TRAMADOL TVC ,50MG ,CPR 
TRAMADOL TVC ,50MG ,CPR EFF 
TRAMADOL TVC ,50MG ,GELULE 
TRAMADOL TVC LP ,100MG ,CPR 
TRAMADOL TVC LP ,150MG ,CPR 
TRAMADOL TVC LP ,200MG ,CPR 
TRAMADOL ZEN ,50MG ,CPR EFF 
TRAMADOL ZTV LP ,100MG ,CPR 
TRAMADOL ZTV LP ,150MG ,CPR 
TRAMADOL ZTV LP ,200MG ,CPR 
TRAMADOL ZTV LP ,50MG ,CPR 
TRAMADOL ZYD ,50MG ,GELULE 
TRAMADOL ZYD LP ,100MG ,CPR 
TRAMADOL ZYD LP ,150MG ,CPR 
TRAMADOL ZYD LP ,200MG ,CPR 
TRAMADOL/PARACETAMOL ABT ,,CPR 
TRAMADOL/PARACETAMOL ACF ,,CPR 
TRAMADOL/PARACETAMOL ARW ,,CPR EFF 
TRAMADOL/PARACETAMOL BGA  ,,CPR 
TRAMADOL/PARACETAMOL CRT ,,CPR 
TRAMADOL/PARACETAMOL EG ,,CPR NSFP 
TRAMADOL/PARACETAMOL EGL ,,CPR 
TRAMADOL/PARACETAMOL EVO ,,CPR 
TRAMADOL/PARACETAMOL KRK ,,CPR 
TRAMADOL/PARACETAMOL MYP ,,CPR 
TRAMADOL/PARACETAMOL PHR LAB ,,CPR 
TRAMADOL/PARACETAMOL RTP ,,CPR NC 
TRAMADOL/PARACETAMOL SDZ ,,CPR 
TRAMADOL/PARACETAMOL TVC ,,CPR 
TRAMADOL/PARACETAMOL ZEN ,,CPR 
TRAMADOL/PARACETAMOL ZYD ,,CPR 
TRAMADOL/PARACETAMOL ZYF ,,CPR NSFP 
TRAMELENE Gé ,50MG ,CPR NC 
TRAMISAL ,40MG/ML ,SOL BUV FL 30ML 
TRANCALGYL ,500MG ,CPR NSFP 
TRANCOGESIC ,,CPR NSFP 
TRANCOPAL ,200MG ,CPR NSFP 
TRANCOPAL ,200MG ,SUPPO NSFP 
TRANDATE ,200MG ,CPR 
TRANDATE ,400MG ,CPR NSFP 
TRANDATE ,5MG/ML ,SOL INJ 
TRANDOLAPRIL ,0.5MG ,GELULE 
TRANDOLAPRIL ,2MG ,GELULE 
TRANDOLAPRIL ,4MG ,GELULE 
TRANDOLAPRIL ACT ,0.5MG ,GELULE 
TRANDOLAPRIL ACT ,2MG ,GELULE 
TRANDOLAPRIL ACT ,4MG ,GELULE 
TRANDOLAPRIL ARW ,0.5MG ,GELULE 
TRANDOLAPRIL ARW ,2MG ,GELULE 
TRANDOLAPRIL ARW ,4MG ,GELULE 
TRANDOLAPRIL BGA ,0.5MG ,GELULE 
TRANDOLAPRIL BGA ,2MG ,GELULE 
TRANDOLAPRIL BGA ,4MG ,GELULE 
TRANDOLAPRIL EG ,0.5MG ,GELULE 
TRANDOLAPRIL EG ,2MG ,GELULE 
TRANDOLAPRIL EG ,4MG ,GELULE 
TRANDOLAPRIL MYL ,0.5MG ,GELULE 
TRANDOLAPRIL MYL ,2MG ,GELULE 
TRANDOLAPRIL MYL ,4MG ,GELULE 
TRANDOLAPRIL PFIZER ,0.5 MG ,GEL NSFP 
TRANDOLAPRIL PFIZER ,2 MG ,GELULE NSFP 
TRANDOLAPRIL PFIZER ,4 MG ,GELULE NC 
TRANDOLAPRIL QUA ,0.5MG ,GELULE NSFP 
TRANDOLAPRIL QUA ,2MG ,GELULE NSFP 
TRANDOLAPRIL QUA ,4MG ,GELULE NSFP 
TRANDOLAPRIL RTP ,2MG ,GELULE NSFP 
TRANDOLAPRIL RTP ,4MG ,GELULE NSFP 
TRANDOLAPRIL SDZ ,0.5MG ,GELULE NSFP 
TRANDOLAPRIL SDZ ,2MG ,GELULE NSFP 
TRANDOLAPRIL SDZ ,4MG ,GELULE NSFP 
TRANDOLAPRIL TVC ,0.5MG ,GELULE NSFP 
TRANDOLAPRIL TVC ,2MG ,GELULE NSFP 
TRANDOLAPRIL TVC ,4MG ,GELULE NSFP 
TRANEXAMIQUE ACIDE ,0.5G/5ML ,SOL INJ 
TRANEXAMIQUE ACIDE ,1G/10ML ,SOL BUV 
TRANEXAMIQUE ACIDE ,500MG ,CPR 
TRANQUILIMAG ,,GELULE NSFP 
TRANQUITAL ,,CPR 
TRANSACALM Gé ,100MG ,CPR 
TRANSBILIX ,6% ,SOL INJ NSFP 
TRANSCYCLINE IM ,,PDR ET SOL INJ NSFP 
TRANSCYCLINE IV ,,PDR ET SOL INJ NSFP 
TRANSFUSINE ,,SOL BUV AMP NSFP 
TRANSIDEAL DOS ,10 ,TIS SACH NSFP 
TRANSILANE ,3G ,PDR ORALE SACHET 
TRANSILANE ,40% ,PDR SUSP BUVABLE 
TRANSILANE SS SUCRE ,,PDR ORALE SACHET 
TRANSIPEG ,2.95G ,PDR ORALE SACHET 
TRANSIPEG ,5.9G ,PDR ORALE SACHET 
TRANSIPEGLIB G ,5.9 ,PDR ORALE SACHET 
TRANSITOL GELEE POT ,,ORALE 
TRANSITOL GELEE POT ALU ,,ORALE NSFP 
TRANSLARNA ,1000MG ,GRANULES SACHET 
TRANSLARNA ,125MG ,GRANULES SACHET 
TRANSLARNA ,250MG ,GRANULES SACHET 
TRANSMER ,,CPR NSFP 
TRANSODDI ,250MG ,CPR NSFP 
TRANSULOSE ,10G ,PATE ORAL SACH 
TRANSULOSE ,5G ,PATE ORAL SACH 
TRANSULOSE GELEE ,,ORALE 
TRANSVERCID DISPOSITIF ,14.54MG/12MM ,
TRANSVERCID DISPOSITIF ,3.62MG/6MM ,
TRANXENE ,100MG/5ML ,PDR SOL INJ NSFP 
TRANXENE ,10MG ,GELULE 
TRANXENE ,20MG ,GELULE 
TRANXENE ,20MG/2ML ,PDR ET SOL INJ 
TRANXENE ,50MG ,CPR NSFP 
TRANXENE ,50MG/2.5ML ,PDR ET SOL INJ 
TRANXENE ,5MG ,GELULE 
TRANYLCYPROMINE ,10MG ,COMPRIME 
TRANYLCYPROMINE GDP ,10MG ,CPR 
TRASEDAL Gé ,50MG ,CPR EFF NSFP 
TRASEDAL Gé ,50MG ,CPR NSFP 
TRASICOR ,80MG ,CPR NSFP 
TRASICOR RETARD ,160MG ,CPR NSFP 
TRASIPRESSOL ,,CPR NSFP 
TRASITENSINE ,,CPR NSFP 
TRASTUZUMAB ,150MG ,PDRE SOL PERFUSION 
TRASTUZUMAB ,600MG/5ML ,INJ FL 
TRASTUZUMAB EMTANSINE ,100MG ,PDR INJ 
TRASTUZUMAB EMTANSINE ,160MG ,PDR INJ 
TRASYLOL ,1000000UIK/100ML ,INJ NSFP 
TRASYLOL ,100000UIK/10ML ,SOL INJ NSFP 
TRASYLOL ,500000UIK/50ML ,SOL INJ NSFP 
TRAUMALGYL ,,CREME NSFP 
TRAVATAN ,0.004% ,COLLYRE FL 2.5ML 
TRAVATAN (ADP) ,0.004% ,COLLYRE 2.5ML 
TRAVATAN FL2.5ML(ATU) ,0.004% ,COLLYRE 
TRAVOPROST ,0.004% ,COLLYRE 
TRAVOPROST TIMOLOL ,,COLLYRE 
TRAZODONE ,100MG ,COMPRIME 
TRAZOLAN ,100MG ,CPR 
TRECATOR ,250MG ,CPR 
TRECATOR ,250MG ,CPR NSFP 
TRECATOR ,500MG ,PDR ET SOL INJ NSFP 
TRECATOR ,500MG ,SUPPO NSFP 
TREDEMINE ,500MG ,CPR 
TRENTADIL ,250MG ,SUPPO ENF NSFP 
TRENTADIL ,300MG ,CPR 
TRENTADIL ,300MG/5ML ,SOL INJ NSFP 
TRENTADIL AD ,750MG ,SUPPO NSFP 
TRENTOVLANE ,,CPR NSFP 
TREPROSTINIL ,10MG/ML ,SOL PERFUSION 
TREPROSTINIL ,1MG/ML ,SOL PERFUSION 
TREPROSTINIL ,2.5MG/ML ,SOL PERFUSION 
TREPROSTINIL ,5MG/ML ,SOL PERFUSION 
TRETINOINE ,0.025% ,CREME 
TRETINOINE ,0.05% ,CREME 
TRETINOINE APPLI ,0.1% ,SOL CUTANEE 
TRETINOINE APPLI ,0.5% ,SOL CUTANEE 
TRETINOINE KEFRANE ,0.05% ,GEL NSFP 
TRETINOINE MOLLE ,10MG ,CAPSULE 
TRH FERRING ,1ML ,SOL INJ AMP 
TRI MINULET ,,CPR 
TRIACANA ,0.2% ,CREME NSFP 
TRIACANA ,0.35MG ,CPR NSFP 
TRIACEFAN ,1G/10ML ,PDR SOL INJ NSFP 
TRIACEFAN ,1G/3.5ML ,PDR ET SOL INJ 
TRIAFEMI ,,CPR 
TRIAMCINOLONE ,0.055MG/DOSE ,NASALE 
TRIAMCINOLONE HEXA ,2G/100ML ,INJ 
TRIAMCINOLONE LABAZ ,4MG ,CPR NSFP 
TRIAMCINOLONE RETARD ,40MG/ML ,INJ 
TRIAMINIC ,,CPR NSFP 
TRIAMTERENE HCHTZ ,50MG 25MG ,GELULE 
TRIATEC ,1.25MG ,CPR 
TRIATEC ,10MG ,CPR 
TRIATEC ,2.5MG ,CPR 
TRIATEC ,2.5MG ,GELULE NSFP 
TRIATEC ,5MG ,CPR 
TRIATEC ,5MG ,GELULE NSFP 
TRIATEC FAIBLE ,1.25MG ,GELULE NSFP 
TRIATECKIT ,,CPR NSFP 
TRIATUSSIC ,,SIROP NSFP 
TRICILEST ,,CPR NSFP 
TRICLABENDAZOLE ,250MG ,COMPRIME 
TRICLOCARBAN ,1% ,PDRE CUTANEE 
TRICOSTERIL CORIPEL CORS ,,NSFP 
